Billing Document,Billing Date,Document Type,Company Code,Sales Organization,Distribution Channel,Division,Sold-to Party Name,Payer,Country Key,Material Description,Net Value,Currency,Reference Sales Order,Fiscal Year Period,Created By,Created On
1900000039,2025-04-06,F2,NL01,NL01,20,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Analytics Suite License (Annual),16500.0,EUR,SO-3028405,2025/04,A.KOK,2025-04-06
1900000040,2025-12-17,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Analytics Suite License (Annual),12799.63,EUR,SO-6110488,2025/12,R.JANSSEN,2025-12-17
1900000042,2025-06-19,F2,NL01,NL01,20,00,Utrecht Systemen B.V.,Utrecht Systemen B.V.,Netherlands,Data Migration Services,3733.16,EUR,SO-6805433,2025/06,BATCHJOB,2025-06-19
1900000044,2025-06-17,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Sensor Calibration Kit,14875.17,EUR,SO-8664757,2025/06,M.DEVRIES,2025-06-17
1900000046,2025-11-12,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Hydraulic Pump Unit HP-450,11015.2,EUR,SO-3856673,2025/11,M.DEVRIES,2025-11-12
1900000048,2025-10-24,F2,NL01,NL01,30,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Electric Motor EM-750,8380.52,EUR,SO-9131163,2025/10,A.KOK,2025-10-24
1900000049,2025-11-10,F2,NL01,NL01,10,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Conveyor Belt System CB-12,17803.93,EUR,SO-7366364,2025/11,S.BAKKER,2025-11-10
1900000051,2025-05-06,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Custom Integration Services,7365.09,EUR,SO-9021963,2025/05,M.DEVRIES,2025-05-06
1900000053,2025-05-23,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Analytics Suite License (Annual),13000.0,EUR,SO-9781222,2025/05,S.BAKKER,2025-05-23
1900000055,2025-05-01,F2,NL01,NL01,10,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Standard Spare Parts Bundle,21083.6,EUR,SO-3333014,2025/05,S.BAKKER,2025-05-01
1900000057,2025-04-09,F2,NL01,NL01,10,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Annual Maintenance Contract,20162.59,EUR,SO-1752350,2025/04,M.DEVRIES,2025-04-09
1900000059,2025-12-12,F2,NL01,NL01,20,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Hydraulic Pump Unit HP-450,12968.8,EUR,SO-5439181,2025/12,A.KOK,2025-12-12
1900000060,2026-02-16,F2,NL01,NL01,10,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Implementation Consulting Services,36726.62,EUR,SO-6131122,2026/02,BATCHJOB,2026-02-16
1900000062,2026-01-13,F2,NL01,NL01,10,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Standard Spare Parts Bundle,16258.09,EUR,SO-4834186,2026/01,BATCHJOB,2026-01-13
1900000064,2025-07-16,F2,NL01,NL01,10,00,Scholten Data Center Services B.V.,Scholten Data Center Services B.V.,Netherlands,Data Migration Services,13469.05,EUR,SO-7494218,2025/07,BATCHJOB,2025-07-16
1900000065,2025-12-04,F2,NL01,NL01,20,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Electric Motor EM-750,11958.78,EUR,SO-7293396,2025/12,R.JANSSEN,2025-12-04
1900000066,2026-03-20,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Electric Motor EM-750,19944.24,EUR,SO-1352110,2026/03,R.JANSSEN,2026-03-20
1900000067,2026-03-06,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,PLC Programming Unit,6000.0,EUR,SO-6275115,2026/03,BATCHJOB,2026-03-06
1900000069,2026-02-24,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Industrial Sensor Module X200,11864.85,EUR,SO-1106915,2026/02,S.BAKKER,2026-02-24
1900000071,2025-12-02,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Annual Maintenance Contract,4646.1,EUR,SO-9197482,2025/12,S.BAKKER,2025-12-02
1900000073,2026-02-26,F2,NL01,NL01,30,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Cloud Hosting Subscription (Annual),7313.13,EUR,SO-8823993,2026/02,A.KOK,2026-02-26
1900000075,2025-06-09,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,PLC Programming Unit,10564.51,EUR,SO-5872717,2025/06,R.JANSSEN,2025-06-09
1900000076,2025-04-25,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Standard Spare Parts Bundle,15916.34,EUR,SO-3473366,2025/04,M.DEVRIES,2025-04-25
1900000078,2025-08-30,F2,NL01,NL01,30,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Warehouse Management Module,17500.0,EUR,SO-6347580,2025/08,A.KOK,2025-08-30
1900000080,2025-09-26,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Safety System Upgrade Kit,15001.31,EUR,SO-2414939,2025/09,A.KOK,2025-09-26
1900000082,2025-09-03,F2,NL01,NL01,10,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Annual Maintenance Contract,21895.73,EUR,SO-3017410,2025/09,M.DEVRIES,2025-09-03
1900000083,2025-07-19,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Technical Training Package,50337.22,EUR,SO-6889591,2025/07,R.JANSSEN,2025-07-19
1900000084,2025-12-18,F2,NL01,NL01,30,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Electric Motor EM-750,26141.69,EUR,SO-5777915,2025/12,M.DEVRIES,2025-12-18
1900000086,2025-11-14,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Warehouse Management Module,15910.45,EUR,SO-2789365,2025/11,A.KOK,2025-11-14
1900000088,2026-01-26,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Implementation Consulting Services,9903.77,EUR,SO-1031495,2026/01,R.JANSSEN,2026-01-26
1900000089,2025-05-30,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Data Migration Services,16885.75,EUR,SO-5965793,2025/05,M.DEVRIES,2025-05-30
1900000090,2025-10-20,F2,NL01,NL01,10,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,ERP Connector License (Annual),3939.53,EUR,SO-8906412,2025/10,BATCHJOB,2025-10-20
1900000092,2025-07-15,F2,NL01,NL01,10,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Electric Motor EM-750,11585.58,EUR,SO-3003604,2025/07,A.KOK,2025-07-15
1900000094,2026-01-16,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Automation Controller Pro,4312.86,EUR,SO-6083842,2026/01,A.KOK,2026-01-16
1900000096,2025-09-09,F2,NL01,NL01,20,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Standard Spare Parts Bundle,22645.71,EUR,SO-6055622,2025/09,M.DEVRIES,2025-09-09
1900000098,2026-03-18,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Support Retainer Services,4173.4,EUR,SO-8504409,2026/03,A.KOK,2026-03-18
1900000100,2025-06-24,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Electric Motor EM-750,32786.49,EUR,SO-2481039,2025/06,BATCHJOB,2025-06-24
1900000101,2026-02-05,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Hydraulic Pump Unit HP-450,18214.95,EUR,SO-3746525,2026/02,BATCHJOB,2026-02-05
1900000103,2025-10-31,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Data Migration Services,9109.7,EUR,SO-8273315,2025/10,S.BAKKER,2025-10-31
1900000105,2025-12-18,F2,NL01,NL01,10,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Industrial Network Switch NS-24,12655.38,EUR,SO-4678377,2025/12,A.KOK,2025-12-18
1900000106,2025-12-19,F2,NL01,NL01,30,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Analytics Suite License (Annual),13505.89,EUR,SO-8368731,2025/12,BATCHJOB,2025-12-19
1900000107,2026-02-11,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Standard Spare Parts Bundle,17536.88,EUR,SO-4080202,2026/02,BATCHJOB,2026-02-11
1900000109,2025-11-10,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Hydraulic Pump Unit HP-450,5955.48,EUR,SO-3746210,2025/11,M.DEVRIES,2025-11-10
1900000111,2026-03-18,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,Custom Integration Services,20500.0,EUR,SO-1073225,2026/03,A.KOK,2026-03-18
1900000113,2025-10-08,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,ERP Connector License (Annual),13958.63,EUR,SO-4252284,2025/10,BATCHJOB,2025-10-08
1900000114,2025-04-23,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Standard Spare Parts Bundle,3480.15,EUR,SO-6731640,2025/04,M.DEVRIES,2025-04-23
1900000116,2025-10-14,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Hydraulic Pump Unit HP-450,10235.49,EUR,SO-7862244,2025/10,M.DEVRIES,2025-10-14
1900000118,2025-07-26,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Implementation Consulting Services,8307.42,EUR,SO-8145777,2025/07,R.JANSSEN,2025-07-26
1900000119,2026-03-30,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Custom Integration Services,34241.37,EUR,SO-7704840,2026/03,BATCHJOB,2026-03-30
1900000120,2025-08-29,F2,NL01,NL01,30,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Industrial Network Switch NS-24,21384.14,EUR,SO-4095566,2025/08,S.BAKKER,2025-08-29
1900000122,2025-09-22,F2,NL01,NL01,20,00,Smith and Co Industrial Ltd,Smith and Co Industrial Ltd,United Kingdom,Standard Spare Parts Bundle,8767.42,EUR,SO-8365200,2025/09,A.KOK,2025-09-22
1900000123,2025-07-01,F2,NL01,NL01,10,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Support Retainer Services,5742.83,EUR,SO-6277959,2025/07,S.BAKKER,2025-07-01
1900000124,2025-12-16,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,PLC Programming Unit,5824.92,EUR,SO-5446227,2025/12,R.JANSSEN,2025-12-16
1900000125,2025-04-30,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Sensor Calibration Kit,9379.79,EUR,SO-7584888,2025/04,BATCHJOB,2025-04-30
1900000127,2025-04-16,F2,NL01,NL01,10,00,Baumann Prazisionstechnik GmbH,Baumann Prazisionstechnik GmbH,Germany,Technical Training Package,14344.85,EUR,SO-9249593,2025/04,M.DEVRIES,2025-04-16
1900000129,2025-04-21,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,PLC Programming Unit,36500.0,EUR,SO-6642668,2025/04,R.JANSSEN,2025-04-21
1900000130,2026-03-26,F2,NL01,NL01,20,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Industrial Sensor Module X200,12351.72,EUR,SO-1416964,2026/03,BATCHJOB,2026-03-26
1900000132,2025-04-15,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Industrial Network Switch NS-24,10973.22,EUR,SO-2639885,2025/04,S.BAKKER,2025-04-15
1900000134,2025-06-04,F2,NL01,NL01,30,00,Mulder Groothandel B.V.,Mulder Groothandel B.V.,Netherlands,ERP Connector License (Annual),6500.0,EUR,SO-1263113,2025/06,M.DEVRIES,2025-06-04
1900000136,2025-08-08,F2,NL01,NL01,10,00,Peters Automatisering B.V.,Peters Automatisering B.V.,Netherlands,Standard Spare Parts Bundle,17555.22,EUR,SO-8740077,2025/08,BATCHJOB,2025-08-08
1900000138,2025-11-19,F2,NL01,NL01,20,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Analytics Suite License (Annual),12000.0,EUR,SO-3616618,2025/11,M.DEVRIES,2025-11-19
1900000140,2026-03-02,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Safety System Upgrade Kit,6323.99,EUR,SO-8549815,2026/03,BATCHJOB,2026-03-02
1900000141,2026-03-23,F2,NL01,NL01,20,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Annual Maintenance Contract,7500.0,EUR,SO-3504188,2026/03,M.DEVRIES,2026-03-23
1900000142,2026-03-25,F2,NL01,NL01,10,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Data Migration Services,7757.16,EUR,SO-7045596,2026/03,S.BAKKER,2026-03-25
1900000143,2025-06-04,F2,NL01,NL01,20,00,Bos Facility Services B.V.,Bos Facility Services B.V.,Netherlands,Automation Controller Pro,11354.83,EUR,SO-8949199,2025/06,M.DEVRIES,2025-06-04
1900000145,2025-12-30,F2,NL01,NL01,30,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Warehouse Management Module,51714.61,EUR,SO-6750378,2025/12,BATCHJOB,2025-12-30
1900000147,2026-03-12,F2,NL01,NL01,20,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Support Retainer Services,10946.8,EUR,SO-5618688,2026/03,A.KOK,2026-03-12
1900000148,2025-11-19,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Warehouse Management Module,10500.0,EUR,SO-2266870,2025/11,R.JANSSEN,2025-11-19
1900000150,2025-06-12,F2,NL01,NL01,30,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Annual Maintenance Contract,5000.0,EUR,SO-5113135,2025/06,R.JANSSEN,2025-06-12
1900000151,2025-09-22,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,PLC Programming Unit,16346.33,EUR,SO-6235187,2025/09,A.KOK,2025-09-22
1900000152,2025-10-07,F2,NL01,NL01,10,00,Van Leeuwen Staal B.V.,Van Leeuwen Staal B.V.,Netherlands,Cloud Hosting Subscription (Annual),24500.0,EUR,SO-9183239,2025/10,BATCHJOB,2025-10-07
1900000153,2025-05-29,F2,NL01,NL01,30,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Custom Integration Services,14693.76,EUR,SO-7715308,2025/05,BATCHJOB,2025-05-29
1900000154,2025-11-10,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Industrial Sensor Module X200,20019.59,EUR,SO-6864109,2025/11,A.KOK,2025-11-10
1900000156,2026-03-25,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Data Migration Services,6221.48,EUR,SO-9875397,2026/03,S.BAKKER,2026-03-25
1900000157,2026-01-16,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Cloud Hosting Subscription (Annual),9812.13,EUR,SO-4944342,2026/01,A.KOK,2026-01-16
1900000159,2026-01-20,F2,NL01,NL01,10,00,Brouwer Data Systems B.V.,Brouwer Data Systems B.V.,Netherlands,Annual Maintenance Contract,16768.89,EUR,SO-3555704,2026/01,R.JANSSEN,2026-01-20
1900000160,2025-05-09,F2,NL01,NL01,10,00,Van Beek Sustainable Energy B.V.,Van Beek Sustainable Energy B.V.,Netherlands,Standard Spare Parts Bundle,7500.0,EUR,SO-7796704,2025/05,S.BAKKER,2025-05-09
1900000162,2025-05-09,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Industrial Sensor Module X200,7500.0,EUR,SO-8653676,2025/05,R.JANSSEN,2025-05-09
1900000164,2026-02-03,F2,NL01,NL01,20,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Hydraulic Pump Unit HP-450,12936.79,EUR,SO-1638256,2026/02,M.DEVRIES,2026-02-03
1900000166,2026-03-18,F2,NL01,NL01,10,00,Noord Maritiem Diensten B.V.,Noord Maritiem Diensten B.V.,Netherlands,Industrial Sensor Module X200,9000.0,EUR,SO-8126964,2026/03,M.DEVRIES,2026-03-18
1900000168,2025-07-16,F2,NL01,NL01,20,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Standard Spare Parts Bundle,4541.37,EUR,SO-6657134,2025/07,BATCHJOB,2025-07-16
1900000170,2025-05-30,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Automation Controller Pro,3000.0,EUR,SO-9113273,2025/05,A.KOK,2025-05-30
1900000171,2025-12-24,F2,NL01,NL01,10,00,Global Tech Solutions Inc,Global Tech Solutions Inc,United States,Automation Controller Pro,66354.88,EUR,SO-3923231,2025/12,S.BAKKER,2025-12-24
1900000172,2025-11-03,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Cloud Hosting Subscription (Annual),17340.18,EUR,SO-9823154,2025/11,M.DEVRIES,2025-11-03
1900000173,2025-10-14,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Technical Training Package,18505.66,EUR,SO-6912568,2025/10,A.KOK,2025-10-14
1900000174,2025-04-21,F2,NL01,NL01,30,00,Kramer Robotics B.V.,Kramer Robotics B.V.,Netherlands,Support Retainer Services,14379.8,EUR,SO-8152986,2025/04,R.JANSSEN,2025-04-21
1900000176,2025-09-12,F2,NL01,NL01,20,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Standard Spare Parts Bundle,23530.24,EUR,SO-7582550,2025/09,A.KOK,2025-09-12
1900000178,2025-12-23,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Sensor Calibration Kit,9875.79,EUR,SO-1638925,2025/12,R.JANSSEN,2025-12-23
1900000179,2026-01-21,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,Industrial Network Switch NS-24,7549.79,EUR,SO-7284434,2026/01,R.JANSSEN,2026-01-21
1900000180,2026-01-15,F2,NL01,NL01,10,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,PLC Programming Unit,11771.37,EUR,SO-6454718,2026/01,BATCHJOB,2026-01-15
1900000181,2025-04-08,F2,NL01,NL01,20,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Industrial Network Switch NS-24,17500.0,EUR,SO-3891074,2025/04,BATCHJOB,2025-04-08
1900000182,2025-12-04,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Standard Spare Parts Bundle,4084.29,EUR,SO-2582205,2025/12,M.DEVRIES,2025-12-04
1900000184,2025-10-30,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Hydraulic Pump Unit HP-450,5856.32,EUR,SO-3835071,2025/10,A.KOK,2025-10-30
1900000186,2025-06-26,F2,NL01,NL01,30,00,Mulder Groothandel B.V.,Mulder Groothandel B.V.,Netherlands,Automation Controller Pro,40500.0,EUR,SO-7515656,2025/06,BATCHJOB,2025-06-26
1900000188,2025-06-09,F2,NL01,NL01,10,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Industrial Sensor Module X200,5097.54,EUR,SO-4062050,2025/06,A.KOK,2025-06-09
1900000190,2025-04-04,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Custom Integration Services,23000.0,EUR,SO-3419197,2025/04,BATCHJOB,2025-04-04
1900000192,2026-01-08,F2,NL01,NL01,10,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Industrial Network Switch NS-24,48415.66,EUR,SO-2020613,2026/01,R.JANSSEN,2026-01-08
1900000194,2026-02-03,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Conveyor Belt System CB-12,47500.0,EUR,SO-6662358,2026/02,A.KOK,2026-02-03
1900000195,2026-02-04,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Analytics Suite License (Annual),7325.33,EUR,SO-8285923,2026/02,S.BAKKER,2026-02-04
1900000196,2025-09-03,F2,NL01,NL01,10,00,Dijkstra Precision B.V.,Dijkstra Precision B.V.,Netherlands,Implementation Consulting Services,29977.56,EUR,SO-7116051,2025/09,A.KOK,2025-09-03
