entry_id,posting_date,entry_date,account_code,account_name,debit,credit,narration,posted_by
JV00046,03-10-2024,03-10-2024,1332,Trade payables - other than micro and small,302964.0,0.0,Payment to supplier,amit.deshpande
JV00046,03-10-2024,03-10-2024,2282,Balances with banks in current accounts,0.0,302964.0,Payment to supplier,amit.deshpande
JV00047,06-01-2025,06-01-2025,4201,Salaries and wages,709241.0,0.0,Payroll for the month,ravi.krishnan
JV00047,06-01-2025,06-01-2025,1362,Employee benefits payable,0.0,709241.0,Payroll for the month,ravi.krishnan
JV00048,11-07-2024,11-07-2024,4401,Power and fuel,366214.0,0.0,Electricity charges,amit.deshpande
JV00048,11-07-2024,11-07-2024,1332,Trade payables - other than micro and small,0.0,366214.0,Electricity charges,amit.deshpande
JV00049,01-08-2024,01-08-2024,4409,Freight outward,38974.0,0.0,Outward freight,priya.sharma
JV00049,01-08-2024,01-08-2024,1332,Trade payables - other than micro and small,0.0,38974.0,Outward freight,priya.sharma
JV00050,28-05-2024,28-05-2024,2282,Balances with banks in current accounts,464038.0,0.0,Collection from customer,amit.deshpande
JV00050,28-05-2024,28-05-2024,2251,Trade receivables - considered good,0.0,464038.0,Collection from customer,amit.deshpande
JV00051,07-03-2025,07-03-2025,1332,Trade payables - other than micro and small,1745230.0,0.0,Payment to supplier,priya.sharma
JV00051,07-03-2025,07-03-2025,2282,Balances with banks in current accounts,0.0,1745230.0,Payment to supplier,priya.sharma
JV00052,26-04-2024,26-04-2024,1332,Trade payables - other than micro and small,1979986.0,0.0,Payment to supplier,priya.sharma
JV00052,26-04-2024,26-04-2024,2282,Balances with banks in current accounts,0.0,1979986.0,Payment to supplier,priya.sharma
JV00053,22-08-2024,22-08-2024,4409,Freight outward,21053.0,0.0,Outward freight,amit.deshpande
JV00053,22-08-2024,22-08-2024,1332,Trade payables - other than micro and small,0.0,21053.0,Outward freight,amit.deshpande
JV00054,08-05-2024,08-05-2024,4201,Salaries and wages,174746.0,0.0,Payroll for the month,amit.deshpande
JV00054,08-05-2024,08-05-2024,1362,Employee benefits payable,0.0,174746.0,Payroll for the month,amit.deshpande
JV00055,05-02-2025,05-02-2025,4401,Power and fuel,21556.0,0.0,Electricity charges,ravi.krishnan
JV00055,05-02-2025,05-02-2025,1332,Trade payables - other than micro and small,0.0,21556.0,Electricity charges,ravi.krishnan
JV00056,25-10-2024,25-10-2024,4201,Salaries and wages,112383.0,0.0,Payroll for the month,ravi.krishnan
JV00056,25-10-2024,25-10-2024,1362,Employee benefits payable,0.0,112383.0,Payroll for the month,ravi.krishnan
JV00057,10-05-2024,10-05-2024,1332,Trade payables - other than micro and small,169907.0,0.0,Payment to supplier,amit.deshpande
JV00057,10-05-2024,10-05-2024,2282,Balances with banks in current accounts,0.0,169907.0,Payment to supplier,amit.deshpande
JV00058,07-08-2024,07-08-2024,4201,Salaries and wages,24992.0,0.0,Payroll for the month,amit.deshpande
JV00058,07-08-2024,07-08-2024,1362,Employee benefits payable,0.0,24992.0,Payroll for the month,amit.deshpande
JV00059,05-12-2024,05-12-2024,4409,Freight outward,18744.0,0.0,Outward freight,amit.deshpande
JV00059,05-12-2024,05-12-2024,1332,Trade payables - other than micro and small,0.0,18744.0,Outward freight,amit.deshpande
JV00060,17-04-2024,17-04-2024,4001,Cost of materials consumed,41993.0,0.0,Purchase of raw material,priya.sharma
JV00060,17-04-2024,17-04-2024,1332,Trade payables - other than micro and small,0.0,41993.0,Purchase of raw material,priya.sharma
JV00061,21-10-2024,21-10-2024,4001,Cost of materials consumed,974439.0,0.0,Purchase of raw material,amit.deshpande
JV00061,21-10-2024,21-10-2024,1332,Trade payables - other than micro and small,0.0,974439.0,Purchase of raw material,amit.deshpande
JV00062,12-03-2025,12-03-2025,2251,Trade receivables - considered good,1120643.0,0.0,Sale invoice raised,amit.deshpande
JV00062,12-03-2025,12-03-2025,3001,Sale of manufactured goods,0.0,1120643.0,Sale invoice raised,amit.deshpande
JV00063,23-01-2025,23-01-2025,4001,Cost of materials consumed,590974.0,0.0,Purchase of raw material,amit.deshpande
JV00063,23-01-2025,23-01-2025,1332,Trade payables - other than micro and small,0.0,590974.0,Purchase of raw material,amit.deshpande
JV00064,22-08-2024,22-08-2024,2251,Trade receivables - considered good,547863.0,0.0,Sale invoice raised,amit.deshpande
JV00064,22-08-2024,22-08-2024,3001,Sale of manufactured goods,0.0,547863.0,Sale invoice raised,amit.deshpande
JV00065,25-03-2025,25-03-2025,4401,Power and fuel,147179.0,0.0,Electricity charges,amit.deshpande
JV00065,25-03-2025,25-03-2025,1332,Trade payables - other than micro and small,0.0,147179.0,Electricity charges,amit.deshpande
JV00066,26-02-2025,26-02-2025,1332,Trade payables - other than micro and small,97774.0,0.0,Payment to supplier,amit.deshpande
JV00066,26-02-2025,26-02-2025,2282,Balances with banks in current accounts,0.0,97774.0,Payment to supplier,amit.deshpande
JV00067,07-01-2025,07-01-2025,1332,Trade payables - other than micro and small,134997.0,0.0,Payment to supplier,amit.deshpande
JV00067,07-01-2025,07-01-2025,2282,Balances with banks in current accounts,0.0,134997.0,Payment to supplier,amit.deshpande
JV00068,07-01-2025,07-01-2025,4401,Power and fuel,59833.0,0.0,Electricity charges,priya.sharma
JV00068,07-01-2025,07-01-2025,1332,Trade payables - other than micro and small,0.0,59833.0,Electricity charges,priya.sharma
JV00069,30-12-2024,30-12-2024,2282,Balances with banks in current accounts,149564.0,0.0,Collection from customer,priya.sharma
JV00069,30-12-2024,30-12-2024,2251,Trade receivables - considered good,0.0,149564.0,Collection from customer,priya.sharma
JV00070,12-09-2024,12-09-2024,4409,Freight outward,106424.0,0.0,Outward freight,priya.sharma
JV00070,12-09-2024,12-09-2024,1332,Trade payables - other than micro and small,0.0,106424.0,Outward freight,priya.sharma
JV00071,16-08-2024,16-08-2024,4201,Salaries and wages,1414036.0,0.0,Payroll for the month,ravi.krishnan
JV00071,16-08-2024,16-08-2024,1362,Employee benefits payable,0.0,1414036.0,Payroll for the month,ravi.krishnan
JV00072,01-01-2025,01-01-2025,4201,Salaries and wages,336165.0,0.0,Payroll for the month,amit.deshpande
JV00072,01-01-2025,01-01-2025,1362,Employee benefits payable,0.0,336165.0,Payroll for the month,amit.deshpande
JV00073,28-10-2024,28-10-2024,4001,Cost of materials consumed,2309062.0,0.0,Purchase of raw material,ravi.krishnan
JV00073,28-10-2024,28-10-2024,1332,Trade payables - other than micro and small,0.0,2309062.0,Purchase of raw material,ravi.krishnan
JV00074,05-09-2024,05-09-2024,4402,Repairs to machinery,60408.0,0.0,Machinery repairs,amit.deshpande
JV00074,05-09-2024,05-09-2024,1332,Trade payables - other than micro and small,0.0,60408.0,Machinery repairs,amit.deshpande
JV00075,01-10-2024,01-10-2024,4201,Salaries and wages,80113.0,0.0,Payroll for the month,ravi.krishnan
JV00075,01-10-2024,01-10-2024,1362,Employee benefits payable,0.0,80113.0,Payroll for the month,ravi.krishnan
JV00076,13-08-2024,13-08-2024,2251,Trade receivables - considered good,212632.0,0.0,Sale invoice raised,amit.deshpande
JV00076,13-08-2024,13-08-2024,3001,Sale of manufactured goods,0.0,212632.0,Sale invoice raised,amit.deshpande
JV00077,18-03-2025,18-03-2025,2282,Balances with banks in current accounts,64790.0,0.0,Collection from customer,ravi.krishnan
JV00077,18-03-2025,18-03-2025,2251,Trade receivables - considered good,0.0,64790.0,Collection from customer,ravi.krishnan
JV00078,03-07-2024,03-07-2024,4409,Freight outward,92916.0,0.0,Outward freight,ravi.krishnan
JV00078,03-07-2024,03-07-2024,1332,Trade payables - other than micro and small,0.0,92916.0,Outward freight,ravi.krishnan
JV00079,25-12-2024,25-12-2024,1332,Trade payables - other than micro and small,60138.0,0.0,Payment to supplier,priya.sharma
JV00079,25-12-2024,25-12-2024,2282,Balances with banks in current accounts,0.0,60138.0,Payment to supplier,priya.sharma
JV00080,05-09-2024,05-09-2024,1332,Trade payables - other than micro and small,1071517.0,0.0,Payment to supplier,ravi.krishnan
JV00080,05-09-2024,05-09-2024,2282,Balances with banks in current accounts,0.0,1071517.0,Payment to supplier,ravi.krishnan
JV00081,17-04-2024,17-04-2024,2251,Trade receivables - considered good,100648.0,0.0,Sale invoice raised,ravi.krishnan
JV00081,17-04-2024,17-04-2024,3001,Sale of manufactured goods,0.0,100648.0,Sale invoice raised,ravi.krishnan
JV00082,01-04-2024,01-04-2024,2251,Trade receivables - considered good,374021.0,0.0,Sale invoice raised,priya.sharma
JV00082,01-04-2024,01-04-2024,3001,Sale of manufactured goods,0.0,374021.0,Sale invoice raised,priya.sharma
JV00083,31-12-2024,31-12-2024,4001,Cost of materials consumed,157836.0,0.0,Purchase of raw material,priya.sharma
JV00083,31-12-2024,31-12-2024,1332,Trade payables - other than micro and small,0.0,157836.0,Purchase of raw material,priya.sharma
JV00084,09-12-2024,09-12-2024,4201,Salaries and wages,90870.0,0.0,Payroll for the month,ravi.krishnan
JV00084,09-12-2024,09-12-2024,1362,Employee benefits payable,0.0,90870.0,Payroll for the month,ravi.krishnan
JV00085,18-09-2024,18-09-2024,1332,Trade payables - other than micro and small,270071.0,0.0,Payment to supplier,ravi.krishnan
JV00085,18-09-2024,18-09-2024,2282,Balances with banks in current accounts,0.0,270071.0,Payment to supplier,ravi.krishnan
JV00086,18-11-2024,18-11-2024,4401,Power and fuel,94393.0,0.0,Electricity charges,ravi.krishnan
JV00086,18-11-2024,18-11-2024,1332,Trade payables - other than micro and small,0.0,94393.0,Electricity charges,ravi.krishnan
JV00087,02-01-2025,02-01-2025,4001,Cost of materials consumed,40877.0,0.0,Purchase of raw material,ravi.krishnan
JV00087,02-01-2025,02-01-2025,1332,Trade payables - other than micro and small,0.0,40877.0,Purchase of raw material,ravi.krishnan
JV00088,05-12-2024,05-12-2024,4401,Power and fuel,59939.0,0.0,Electricity charges,priya.sharma
JV00088,05-12-2024,05-12-2024,1332,Trade payables - other than micro and small,0.0,59939.0,Electricity charges,priya.sharma
JV00089,17-01-2025,17-01-2025,2251,Trade receivables - considered good,1578543.0,0.0,Sale invoice raised,amit.deshpande
JV00089,17-01-2025,17-01-2025,3001,Sale of manufactured goods,0.0,1578543.0,Sale invoice raised,amit.deshpande
JV00090,27-06-2024,27-06-2024,4401,Power and fuel,34743.0,0.0,Electricity charges,priya.sharma
JV00090,27-06-2024,27-06-2024,1332,Trade payables - other than micro and small,0.0,34743.0,Electricity charges,priya.sharma
JV00091,04-09-2024,04-09-2024,2251,Trade receivables - considered good,124059.0,0.0,Sale invoice raised,ravi.krishnan
JV00091,04-09-2024,04-09-2024,3001,Sale of manufactured goods,0.0,124059.0,Sale invoice raised,ravi.krishnan
JV00092,26-06-2024,26-06-2024,4401,Power and fuel,102449.0,0.0,Electricity charges,priya.sharma
JV00092,26-06-2024,26-06-2024,1332,Trade payables - other than micro and small,0.0,102449.0,Electricity charges,priya.sharma
JV00093,21-03-2025,21-03-2025,4401,Power and fuel,160424.0,0.0,Electricity charges,priya.sharma
JV00093,21-03-2025,21-03-2025,1332,Trade payables - other than micro and small,0.0,160424.0,Electricity charges,priya.sharma
JV00094,23-08-2024,23-08-2024,2282,Balances with banks in current accounts,77014.0,0.0,Collection from customer,ravi.krishnan
JV00094,23-08-2024,23-08-2024,2251,Trade receivables - considered good,0.0,77014.0,Collection from customer,ravi.krishnan
JV00095,01-07-2024,01-07-2024,4402,Repairs to machinery,7235.0,0.0,Machinery repairs,ravi.krishnan
JV00095,01-07-2024,01-07-2024,1332,Trade payables - other than micro and small,0.0,7235.0,Machinery repairs,ravi.krishnan
JV00096,22-08-2024,22-08-2024,4001,Cost of materials consumed,445632.0,0.0,Purchase of raw material,ravi.krishnan
JV00096,22-08-2024,22-08-2024,1332,Trade payables - other than micro and small,0.0,445632.0,Purchase of raw material,ravi.krishnan
JV00097,24-04-2024,24-04-2024,4402,Repairs to machinery,14039.0,0.0,Machinery repairs,priya.sharma
JV00097,24-04-2024,24-04-2024,1332,Trade payables - other than micro and small,0.0,14039.0,Machinery repairs,priya.sharma
JV00098,07-11-2024,07-11-2024,4001,Cost of materials consumed,600492.0,0.0,Purchase of raw material,amit.deshpande
JV00098,07-11-2024,07-11-2024,1332,Trade payables - other than micro and small,0.0,600492.0,Purchase of raw material,amit.deshpande
JV00099,05-02-2025,05-02-2025,4409,Freight outward,301367.0,0.0,Outward freight,priya.sharma
JV00099,05-02-2025,05-02-2025,1332,Trade payables - other than micro and small,0.0,301367.0,Outward freight,priya.sharma
JV00100,04-12-2024,04-12-2024,4402,Repairs to machinery,3568.0,0.0,Machinery repairs,priya.sharma
JV00100,04-12-2024,04-12-2024,1332,Trade payables - other than micro and small,0.0,3568.0,Machinery repairs,priya.sharma
JV00101,04-10-2024,04-10-2024,4409,Freight outward,109578.0,0.0,Outward freight,amit.deshpande
JV00101,04-10-2024,04-10-2024,1332,Trade payables - other than micro and small,0.0,109578.0,Outward freight,amit.deshpande
JV00102,31-12-2024,31-12-2024,2251,Trade receivables - considered good,2195028.0,0.0,Sale invoice raised,amit.deshpande
JV00102,31-12-2024,31-12-2024,3001,Sale of manufactured goods,0.0,2195028.0,Sale invoice raised,amit.deshpande
JV00103,22-11-2024,22-11-2024,4201,Salaries and wages,23547.0,0.0,Payroll for the month,priya.sharma
JV00103,22-11-2024,22-11-2024,1362,Employee benefits payable,0.0,23547.0,Payroll for the month,priya.sharma
JV00104,06-09-2024,06-09-2024,4001,Cost of materials consumed,218071.0,0.0,Purchase of raw material,amit.deshpande
JV00104,06-09-2024,06-09-2024,1332,Trade payables - other than micro and small,0.0,218071.0,Purchase of raw material,amit.deshpande
JV00105,01-01-2025,01-01-2025,4001,Cost of materials consumed,1530239.0,0.0,Purchase of raw material,amit.deshpande
JV00105,01-01-2025,01-01-2025,1332,Trade payables - other than micro and small,0.0,1530239.0,Purchase of raw material,amit.deshpande
JV00106,18-09-2024,18-09-2024,4401,Power and fuel,133736.0,0.0,Electricity charges,ravi.krishnan
JV00106,18-09-2024,18-09-2024,1332,Trade payables - other than micro and small,0.0,133736.0,Electricity charges,ravi.krishnan
JV00107,13-03-2025,13-03-2025,4409,Freight outward,20626.0,0.0,Outward freight,amit.deshpande
JV00107,13-03-2025,13-03-2025,1332,Trade payables - other than micro and small,0.0,20626.0,Outward freight,amit.deshpande
JV00108,29-05-2024,29-05-2024,4409,Freight outward,6406.0,0.0,Outward freight,ravi.krishnan
JV00108,29-05-2024,29-05-2024,1332,Trade payables - other than micro and small,0.0,6406.0,Outward freight,ravi.krishnan
JV00109,17-04-2024,17-04-2024,2282,Balances with banks in current accounts,1086740.0,0.0,Collection from customer,priya.sharma
JV00109,17-04-2024,17-04-2024,2251,Trade receivables - considered good,0.0,1086740.0,Collection from customer,priya.sharma
JV00110,14-02-2025,14-02-2025,2282,Balances with banks in current accounts,2120638.0,0.0,Collection from customer,ravi.krishnan
JV00110,14-02-2025,14-02-2025,2251,Trade receivables - considered good,0.0,2120638.0,Collection from customer,ravi.krishnan
JV00111,01-07-2024,01-07-2024,2282,Balances with banks in current accounts,66947.0,0.0,Collection from customer,ravi.krishnan
JV00111,01-07-2024,01-07-2024,2251,Trade receivables - considered good,0.0,66947.0,Collection from customer,ravi.krishnan
JV00112,29-11-2024,29-11-2024,4201,Salaries and wages,144142.0,0.0,Payroll for the month,priya.sharma
JV00112,29-11-2024,29-11-2024,1362,Employee benefits payable,0.0,144142.0,Payroll for the month,priya.sharma
JV00113,12-06-2024,12-06-2024,4402,Repairs to machinery,91185.0,0.0,Machinery repairs,ravi.krishnan
JV00113,12-06-2024,12-06-2024,1332,Trade payables - other than micro and small,0.0,91185.0,Machinery repairs,ravi.krishnan
JV00114,11-03-2025,11-03-2025,4001,Cost of materials consumed,39689.0,0.0,Purchase of raw material,amit.deshpande
JV00114,11-03-2025,11-03-2025,1332,Trade payables - other than micro and small,0.0,39689.0,Purchase of raw material,amit.deshpande
JV00115,05-12-2024,05-12-2024,2282,Balances with banks in current accounts,321343.0,0.0,Collection from customer,priya.sharma
JV00115,05-12-2024,05-12-2024,2251,Trade receivables - considered good,0.0,321343.0,Collection from customer,priya.sharma
JV00116,02-04-2024,02-04-2024,2251,Trade receivables - considered good,1732562.0,0.0,Sale invoice raised,ravi.krishnan
JV00116,02-04-2024,02-04-2024,3001,Sale of manufactured goods,0.0,1732562.0,Sale invoice raised,ravi.krishnan
JV00117,20-06-2024,20-06-2024,4001,Cost of materials consumed,960533.0,0.0,Purchase of raw material,priya.sharma
JV00117,20-06-2024,20-06-2024,1332,Trade payables - other than micro and small,0.0,960533.0,Purchase of raw material,priya.sharma
JV00118,24-07-2024,24-07-2024,4201,Salaries and wages,115162.0,0.0,Payroll for the month,priya.sharma
JV00118,24-07-2024,24-07-2024,1362,Employee benefits payable,0.0,115162.0,Payroll for the month,priya.sharma
JV00119,13-05-2024,13-05-2024,4201,Salaries and wages,60260.0,0.0,Payroll for the month,priya.sharma
JV00119,13-05-2024,13-05-2024,1362,Employee benefits payable,0.0,60260.0,Payroll for the month,priya.sharma
JV00120,07-10-2024,07-10-2024,4401,Power and fuel,11782.0,0.0,Electricity charges,priya.sharma
JV00120,07-10-2024,07-10-2024,1332,Trade payables - other than micro and small,0.0,11782.0,Electricity charges,priya.sharma
JV00121,22-04-2024,22-04-2024,4201,Salaries and wages,170841.0,0.0,Payroll for the month,priya.sharma
